Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes,W
Wed Jan 5 2022,7:30p,Brooklyn Nets,,Indiana Pacers,,,,,
Wed Jan 5 2022,8:00p,Toronto Raptors,,Milwaukee Bucks,,,,,
Wed Jan 5 2022,8:00p,Oklahoma City Thunder,,Minnesota Timberwolves,,,,,
Wed Jan 5 2022,10:00p,Utah Jazz,,Denver Nuggets,,,,,
Wed Jan 5 2022,10:00p,Miami Heat,,Portland Trail Blazers,,,,,
Wed Jan 5 2022,10:00p,Atlanta Hawks,,Sacramento Kings,,,,,
Thu Jan 6 2022,7:30p,Boston Celtics,,New York Knicks,,,,,
Thu Jan 6 2022,8:00p,Detroit Pistons,,Memphis Grizzlies,,,,,
Thu Jan 6 2022,8:00p,Golden State Warriors,,New Orleans Pelicans,,,,,
Thu Jan 6 2022,10:00p,Los Angeles Clippers,,Phoenix Suns,,,,,
Fri Jan 7 2022,7:00p,San Antonio Spurs,,Philadelphia 76ers,,,,,
Fri Jan 7 2022,7:30p,Milwaukee Bucks,,Brooklyn Nets,,,,,
Fri Jan 7 2022,7:30p,Utah Jazz,,Toronto Raptors,,,,,
Fri Jan 7 2022,8:00p,Washington Wizards,,Chicago Bulls,,,,,
Fri Jan 7 2022,8:00p,Dallas Mavericks,,Houston Rockets,,,,,
Fri Jan 7 2022,8:00p,Minnesota Timberwolves,,Oklahoma City Thunder,,,,,
Fri Jan 7 2022,9:00p,Sacramento Kings,,Denver Nuggets,,,,,
Fri Jan 7 2022,10:00p,Atlanta Hawks,,Los Angeles Lakers,,,,,
Fri Jan 7 2022,10:00p,Cleveland Cavaliers,,Portland Trail Blazers,,,,,
Sat Jan 8 2022,3:30p,Memphis Grizzlies,,Los Angeles Clippers,,,,,
Sat Jan 8 2022,7:00p,Milwaukee Bucks,,Charlotte Hornets,,,,,
Sat Jan 8 2022,7:00p,Orlando Magic,,Detroit Pistons,,,,,
Sat Jan 8 2022,7:00p,Utah Jazz,,Indiana Pacers,,,,,
Sat Jan 8 2022,7:30p,New York Knicks,,Boston Celtics,,,,,
Sat Jan 8 2022,9:00p,Miami Heat,,Phoenix Suns,,,,,
Sun Jan 9 2022,3:30p,Atlanta Hawks,,Los Angeles Clippers,,,,,
Sun Jan 9 2022,6:00p,Washington Wizards,,Orlando Magic,,,,,
Sun Jan 9 2022,6:00p,New Orleans Pelicans,,Toronto Raptors,,,,,
Sun Jan 9 2022,7:00p,Minnesota Timberwolves,,Houston Rockets,,,,,
Sun Jan 9 2022,7:00p,Denver Nuggets,,Oklahoma City Thunder,,,,,
Sun Jan 9 2022,7:30p,San Antonio Spurs,,Brooklyn Nets,,,,,
Sun Jan 9 2022,7:30p,Chicago Bulls,,Dallas Mavericks,,,,,
Sun Jan 9 2022,8:30p,Cleveland Cavaliers,,Golden State Warriors,,,,,
Sun Jan 9 2022,9:00p,Sacramento Kings,,Portland Trail Blazers,,,,,
Sun Jan 9 2022,9:30p,Memphis Grizzlies,,Los Angeles Lakers,,,,,
Mon Jan 10 2022,7:00p,Milwaukee Bucks,,Charlotte Hornets,,,,,
Mon Jan 10 2022,7:00p,Utah Jazz,,Detroit Pistons,,,,,
Mon Jan 10 2022,7:30p,Indiana Pacers,,Boston Celtics,,,,,
Mon Jan 10 2022,7:30p,San Antonio Spurs,,New York Knicks,,,,,
Mon Jan 10 2022,10:00p,Cleveland Cavaliers,,Sacramento Kings,,,,,
Tue Jan 11 2022,7:00p,Oklahoma City Thunder,,Washington Wizards,,,,,
Tue Jan 11 2022,7:30p,Phoenix Suns,,Toronto Raptors,,,,,
Tue Jan 11 2022,8:00p,Golden State Warriors,,Memphis Grizzlies,,,,,
Tue Jan 11 2022,8:00p,Minnesota Timberwolves,,New Orleans Pelicans,,,,,
Tue Jan 11 2022,10:30p,Denver Nuggets,,Los Angeles Clippers,,,,,
Wed Jan 12 2022,7:00p,Phoenix Suns,,Detroit Pistons,,,,,
Wed Jan 12 2022,7:00p,Boston Celtics,,Indiana Pacers,,,,,
Wed Jan 12 2022,7:00p,Charlotte Hornets,,Philadelphia 76ers,,,,,
Wed Jan 12 2022,7:00p,Orlando Magic,,Washington Wizards,,,,,
Wed Jan 12 2022,7:30p,Miami Heat,,Atlanta Hawks,,,,,
Wed Jan 12 2022,7:30p,Dallas Mavericks,,New York Knicks,,,,,
Wed Jan 12 2022,8:30p,Houston Rockets,,San Antonio Spurs,,,,,
Wed Jan 12 2022,9:00p,Cleveland Cavaliers,,Utah Jazz,,,,,
Wed Jan 12 2022,10:00p,Brooklyn Nets,,Chicago Bulls,,,,,
Wed Jan 12 2022,10:00p,Los Angeles Lakers,,Sacramento Kings,,,,,
Thu Jan 13 2022,7:30p,Golden State Warriors,,Milwaukee Bucks,,,,,
Thu Jan 13 2022,8:00p,Minnesota Timberwolves,,Memphis Grizzlies,,,,,
Thu Jan 13 2022,8:00p,Los Angeles Clippers,,New Orleans Pelicans,,,,,
Thu Jan 13 2022,8:30p,Oklahoma City Thunder,,Brooklyn Nets,,,,,
Thu Jan 13 2022,10:00p,Portland Trail Blazers,,Denver Nuggets,,,,,
Fri Jan 14 2022,7:00p,Orlando Magic,,Charlotte Hornets,,,,,
Fri Jan 14 2022,7:00p,Toronto Raptors,,Detroit Pistons,,,,,
Fri Jan 14 2022,7:00p,Phoenix Suns,,Indiana Pacers,,,,,
Fri Jan 14 2022,7:30p,Boston Celtics,,Philadelphia 76ers,,,,,
Fri Jan 14 2022,8:00p,Golden State Warriors,,Chicago Bulls,,,,,
Fri Jan 14 2022,8:00p,Atlanta Hawks,,Miami Heat,,,,,
Fri Jan 14 2022,8:30p,Cleveland Cavaliers,,San Antonio Spurs,,,,,
Fri Jan 14 2022,10:00p,Dallas Mavericks,,Memphis Grizzlies,,,,,
Fri Jan 14 2022,10:00p,Houston Rockets,,Sacramento Kings,,,,,
Sat Jan 15 2022,6:30p,Toronto Raptors,,Milwaukee Bucks,,,,,
Sat Jan 15 2022,7:00p,Portland Trail Blazers,,Washington Wizards,,,,,
Sat Jan 15 2022,7:30p,New York Knicks,,Atlanta Hawks,,,,,
Sat Jan 15 2022,7:30p,New Orleans Pelicans,,Brooklyn Nets,,,,,
Sat Jan 15 2022,8:00p,Philadelphia 76ers,,Miami Heat,,,,,
Sat Jan 15 2022,8:00p,Cleveland Cavaliers,,Oklahoma City Thunder,,,,,
Sat Jan 15 2022,8:30p,Chicago Bulls,,Boston Celtics,,,,,
Sat Jan 15 2022,8:30p,Los Angeles Clippers,,San Antonio Spurs,,,,,
Sat Jan 15 2022,9:00p,Los Angeles Lakers,,Denver Nuggets,,,,,
Sat Jan 15 2022,9:30p,Orlando Magic,,Dallas Mavericks,,,,,
Sun Jan 16 2022,6:00p,Houston Rockets,,Sacramento Kings,,,,,
Sun Jan 16 2022,8:00p,Utah Jazz,,Denver Nuggets,,,,,
Sun Jan 16 2022,8:00p,Golden State Warriors,,Minnesota Timberwolves,,,,,
Mon Jan 17 2022,12:30p,New Orleans Pelicans,,Boston Celtics,,,,,
Mon Jan 17 2022,1:00p,Charlotte Hornets,,New York Knicks,,,,,
Mon Jan 17 2022,2:00p,Philadelphia 76ers,,Washington Wizards,,,,,
Mon Jan 17 2022,3:00p,Brooklyn Nets,,Cleveland Cavaliers,,,,,
Mon Jan 17 2022,3:30p,Indiana Pacers,,Los Angeles Clippers,,,,,
Mon Jan 17 2022,3:30p,Chicago Bulls,,Memphis Grizzlies,,,,,
Mon Jan 17 2022,6:00p,Milwaukee Bucks,,Atlanta Hawks,,,,,
Mon Jan 17 2022,7:00p,Portland Trail Blazers,,Orlando Magic,,,,,
Mon Jan 17 2022,7:30p,Toronto Raptors,,Miami Heat,,,,,
Mon Jan 17 2022,8:30p,Oklahoma City Thunder,,Dallas Mavericks,,,,,
Mon Jan 17 2022,8:30p,Phoenix Suns,,San Antonio Spurs,,,,,
Mon Jan 17 2022,10:30p,Utah Jazz,,Los Angeles Lakers,,,,,
Tue Jan 18 2022,7:30p,Minnesota Timberwolves,,New York Knicks,,,,,
Tue Jan 18 2022,10:00p,Detroit Pistons,,Golden State Warriors,,,,,
Wed Jan 19 2022,7:00p,Orlando Magic,,Philadelphia 76ers,,,,,
Wed Jan 19 2022,7:00p,Brooklyn Nets,,Washington Wizards,,,,,
Wed Jan 19 2022,7:30p,Minnesota Timberwolves,,Atlanta Hawks,,,,,
Wed Jan 19 2022,7:30p,Charlotte Hornets,,Boston Celtics,,,,,
Wed Jan 19 2022,7:30p,Portland Trail Blazers,,Miami Heat,,,,,
Wed Jan 19 2022,8:00p,Cleveland Cavaliers,,Chicago Bulls,,,,,
Wed Jan 19 2022,8:00p,Memphis Grizzlies,,Milwaukee Bucks,,,,,
Wed Jan 19 2022,8:30p,Toronto Raptors,,Dallas Mavericks,,,,,
Wed Jan 19 2022,8:30p,Oklahoma City Thunder,,San Antonio Spurs,,,,,
Wed Jan 19 2022,9:00p,Houston Rockets,,Utah Jazz,,,,,
Wed Jan 19 2022,10:00p,Los Angeles Clippers,,Denver Nuggets,,,,,
Wed Jan 19 2022,10:00p,Detroit Pistons,,Sacramento Kings,,,,,
Wed Jan 19 2022,10:30p,Indiana Pacers,,Los Angeles Lakers,,,,,
Thu Jan 20 2022,7:30p,New Orleans Pelicans,,New York Knicks,,,,,
Thu Jan 20 2022,10:00p,Phoenix Suns,,Dallas Mavericks,,,,,
Thu Jan 20 2022,10:00p,Indiana Pacers,,Golden State Warriors,,,,,
Fri Jan 21 2022,7:00p,Oklahoma City Thunder,,Charlotte Hornets,,,,,
Fri Jan 21 2022,7:00p,Los Angeles Lakers,,Orlando Magic,,,,,
Fri Jan 21 2022,7:00p,Los Angeles Clippers,,Philadelphia 76ers,,,,,
Fri Jan 21 2022,7:30p,Miami Heat,,Atlanta Hawks,,,,,
Fri Jan 21 2022,7:30p,Portland Trail Blazers,,Boston Celtics,,,,,
Fri Jan 21 2022,8:00p,Chicago Bulls,,Milwaukee Bucks,,,,,
Fri Jan 21 2022,8:00p,Toronto Raptors,,Washington Wizards,,,,,
Fri Jan 21 2022,8:30p,Brooklyn Nets,,San Antonio Spurs,,,,,
Fri Jan 21 2022,9:00p,Memphis Grizzlies,,Denver Nuggets,,,,,
Fri Jan 21 2022,9:00p,Detroit Pistons,,Utah Jazz,,,,,
Fri Jan 21 2022,10:00p,Houston Rockets,,Golden State Warriors,,,,,
Sat Jan 22 2022,8:00p,Oklahoma City Thunder,,Cleveland Cavaliers,,,,,
Sat Jan 22 2022,8:00p,Sacramento Kings,,Milwaukee Bucks,,,,,
Sat Jan 22 2022,9:00p,Indiana Pacers,,Phoenix Suns,,,,,
Sun Jan 23 2022,1:00p,Los Angeles Clippers,,New York Knicks,,,,,
Sun Jan 23 2022,3:30p,Boston Celtics,,Washington Wizards,,,,,
Sun Jan 23 2022,6:00p,Los Angeles Lakers,,Miami Heat,,,,,
Sun Jan 23 2022,6:00p,Chicago Bulls,,Orlando Magic,,,,,
Sun Jan 23 2022,6:00p,Portland Trail Blazers,,Toronto Raptors,,,,,
Sun Jan 23 2022,7:00p,Atlanta Hawks,,Charlotte Hornets,,,,,
Sun Jan 23 2022,7:00p,Philadelphia 76ers,,San Antonio Spurs,,,,,
Sun Jan 23 2022,7:30p,Memphis Grizzlies,,Dallas Mavericks,,,,,
Sun Jan 23 2022,8:00p,Detroit Pistons,,Denver Nuggets,,,,,
Sun Jan 23 2022,8:00p,Brooklyn Nets,,Minnesota Timberwolves,,,,,
Sun Jan 23 2022,8:30p,Utah Jazz,,Golden State Warriors,,,,,
Mon Jan 24 2022,7:00p,New York Knicks,,Cleveland Cavaliers,,,,,
Mon Jan 24 2022,7:30p,Chicago Bulls,,Atlanta Hawks,,,,,
Mon Jan 24 2022,8:00p,Philadelphia 76ers,,Houston Rockets,,,,,
Mon Jan 24 2022,8:00p,Indiana Pacers,,New Orleans Pelicans,,,,,
Mon Jan 24 2022,9:00p,Utah Jazz,,Phoenix Suns,,,,,
Tue Jan 25 2022,7:00p,Denver Nuggets,,Detroit Pistons,,,,,
Tue Jan 25 2022,7:00p,Charlotte Hornets,,Toronto Raptors,,,,,
Tue Jan 25 2022,7:00p,Los Angeles Clippers,,Washington Wizards,,,,,
Tue Jan 25 2022,7:30p,Sacramento Kings,,Boston Celtics,,,,,
Tue Jan 25 2022,7:30p,Los Angeles Lakers,,Brooklyn Nets,,,,,
Tue Jan 25 2022,8:00p,San Antonio Spurs,,Houston Rockets,,,,,
Tue Jan 25 2022,10:00p,Dallas Mavericks,,Golden State Warriors,,,,,
Tue Jan 25 2022,10:00p,Minnesota Timberwolves,,Portland Trail Blazers,,,,,
Wed Jan 26 2022,7:00p,Milwaukee Bucks,,Cleveland Cavaliers,,,,,
Wed Jan 26 2022,7:00p,Charlotte Hornets,,Indiana Pacers,,,,,
Wed Jan 26 2022,7:00p,Los Angeles Clippers,,Orlando Magic,,,,,
Wed Jan 26 2022,7:30p,Sacramento Kings,,Atlanta Hawks,,,,,
Wed Jan 26 2022,7:30p,Toronto Raptors,,Brooklyn Nets,,,,,
Wed Jan 26 2022,7:30p,New York Knicks,,Miami Heat,,,,,
Wed Jan 26 2022,7:30p,Memphis Grizzlies,,San Antonio Spurs,,,,,
Wed Jan 26 2022,8:00p,Denver Nuggets,,New Orleans Pelicans,,,,,
Wed Jan 26 2022,8:00p,Chicago Bulls,,Oklahoma City Thunder,,,,,
Wed Jan 26 2022,10:00p,Dallas Mavericks,,Portland Trail Blazers,,,,,
Wed Jan 26 2022,10:00p,Phoenix Suns,,Utah Jazz,,,,,
Thu Jan 27 2022,7:30p,Los Angeles Lakers,,Philadelphia 76ers,,,,,
Thu Jan 27 2022,10:00p,Minnesota Timberwolves,,Golden State Warriors,,,,,
Fri Jan 28 2022,7:00p,Los Angeles Lakers,,Charlotte Hornets,,,,,
Fri Jan 28 2022,7:00p,Detroit Pistons,,Orlando Magic,,,,,
Fri Jan 28 2022,7:30p,Boston Celtics,,Atlanta Hawks,,,,,
Fri Jan 28 2022,8:00p,Portland Trail Blazers,,Houston Rockets,,,,,
Fri Jan 28 2022,8:00p,Utah Jazz,,Memphis Grizzlies,,,,,
Fri Jan 28 2022,8:00p,Los Angeles Clippers,,Miami Heat,,,,,
Fri Jan 28 2022,8:00p,Indiana Pacers,,Oklahoma City Thunder,,,,,
Fri Jan 28 2022,8:30p,Chicago Bulls,,San Antonio Spurs,,,,,
Fri Jan 28 2022,9:00p,Minnesota Timberwolves,,Phoenix Suns,,,,,
Fri Jan 28 2022,10:00p,New York Knicks,,Milwaukee Bucks,,,,,
Sat Jan 29 2022,6:00p,Boston Celtics,,New Orleans Pelicans,,,,,
Sat Jan 29 2022,7:00p,Indiana Pacers,,Dallas Mavericks,,,,,
Sat Jan 29 2022,7:30p,Sacramento Kings,,Philadelphia 76ers,,,,,
Sat Jan 29 2022,8:00p,Washington Wizards,,Memphis Grizzlies,,,,,
Sat Jan 29 2022,8:00p,Toronto Raptors,,Miami Heat,,,,,
Sat Jan 29 2022,8:30p,Brooklyn Nets,,Golden State Warriors,,,,,
Sun Jan 30 2022,1:00p,Los Angeles Lakers,,Atlanta Hawks,,,,,
Sun Jan 30 2022,1:00p,Los Angeles Clippers,,Charlotte Hornets,,,,,
Sun Jan 30 2022,3:30p,Portland Trail Blazers,,Chicago Bulls,,,,,
Sun Jan 30 2022,6:00p,Cleveland Cavaliers,,Detroit Pistons,,,,,
Sun Jan 30 2022,7:00p,Denver Nuggets,,Milwaukee Bucks,,,,,
Sun Jan 30 2022,7:00p,Dallas Mavericks,,Orlando Magic,,,,,
Sun Jan 30 2022,8:00p,Utah Jazz,,Minnesota Timberwolves,,,,,
Sun Jan 30 2022,8:00p,San Antonio Spurs,,Phoenix Suns,,,,,
Mon Jan 31 2022,7:00p,New Orleans Pelicans,,Cleveland Cavaliers,,,,,
Mon Jan 31 2022,7:00p,Los Angeles Clippers,,Indiana Pacers,,,,,
Mon Jan 31 2022,7:00p,Memphis Grizzlies,,Philadelphia 76ers,,,,,
Mon Jan 31 2022,7:30p,Miami Heat,,Boston Celtics,,,,,
Mon Jan 31 2022,7:30p,Sacramento Kings,,New York Knicks,,,,,
Mon Jan 31 2022,8:00p,Golden State Warriors,,Houston Rockets,,,,,
Mon Jan 31 2022,8:00p,Portland Trail Blazers,,Oklahoma City Thunder,,,,,
Tue Feb 1 2022,7:00p,New Orleans Pelicans,,Detroit Pistons,,,,,
Tue Feb 1 2022,7:30p,Toronto Raptors,,Atlanta Hawks,,,,,
Tue Feb 1 2022,7:30p,Washington Wizards,,Milwaukee Bucks,,,,,
Tue Feb 1 2022,8:00p,Orlando Magic,,Chicago Bulls,,,,,
Tue Feb 1 2022,8:00p,Denver Nuggets,,Minnesota Timberwolves,,,,,
Tue Feb 1 2022,8:30p,Golden State Warriors,,San Antonio Spurs,,,,,
Tue Feb 1 2022,10:00p,Brooklyn Nets,,Phoenix Suns,,,,,
Wed Feb 2 2022,7:00p,Orlando Magic,,Indiana Pacers,,,,,
Wed Feb 2 2022,7:00p,Washington Wizards,,Philadelphia 76ers,,,,,
Wed Feb 2 2022,7:30p,Charlotte Hornets,,Boston Celtics,,,,,
Wed Feb 2 2022,7:30p,Memphis Grizzlies,,New York Knicks,,,,,
Wed Feb 2 2022,8:00p,Cleveland Cavaliers,,Houston Rockets,,,,,
Wed Feb 2 2022,8:30p,Oklahoma City Thunder,,Dallas Mavericks,,,,,
Wed Feb 2 2022,10:00p,Brooklyn Nets,,Sacramento Kings,,,,,
Wed Feb 2 2022,10:00p,Denver Nuggets,,Utah Jazz,,,,,
Wed Feb 2 2022,10:30p,Portland Trail Blazers,,Los Angeles Lakers,,,,,
Thu Feb 3 2022,7:00p,Minnesota Timberwolves,,Detroit Pistons,,,,,
Thu Feb 3 2022,7:30p,Phoenix Suns,,Atlanta Hawks,,,,,
Thu Feb 3 2022,7:30p,Miami Heat,,Toronto Raptors,,,,,
Thu Feb 3 2022,10:00p,Sacramento Kings,,Golden State Warriors,,,,,
Thu Feb 3 2022,10:00p,Los Angeles Lakers,,Los Angeles Clippers,,,,,
Fri Feb 4 2022,7:00p,Cleveland Cavaliers,,Charlotte Hornets,,,,,
Fri Feb 4 2022,7:00p,Boston Celtics,,Detroit Pistons,,,,,
Fri Feb 4 2022,7:00p,Chicago Bulls,,Indiana Pacers,,,,,
Fri Feb 4 2022,7:30p,Atlanta Hawks,,Toronto Raptors,,,,,
Fri Feb 4 2022,8:30p,Philadelphia 76ers,,Dallas Mavericks,,,,,
Fri Feb 4 2022,8:30p,Houston Rockets,,San Antonio Spurs,,,,,
Fri Feb 4 2022,9:00p,Brooklyn Nets,,Utah Jazz,,,,,
Fri Feb 4 2022,10:00p,New Orleans Pelicans,,Denver Nuggets,,,,,
Fri Feb 4 2022,10:00p,Oklahoma City Thunder,,Portland Trail Blazers,,,,,
Sat Feb 5 2022,5:00p,Memphis Grizzlies,,Orlando Magic,,,,,
Sat Feb 5 2022,7:00p,Miami Heat,,Charlotte Hornets,,,,,
Sat Feb 5 2022,7:00p,Phoenix Suns,,Washington Wizards,,,,,
Sat Feb 5 2022,8:30p,New York Knicks,,Los Angeles Lakers,,,,,
Sat Feb 5 2022,10:00p,Milwaukee Bucks,,Portland Trail Blazers,,,,,
Sat Feb 5 2022,10:00p,Oklahoma City Thunder,,Sacramento Kings,,,,,
Sun Feb 6 2022,3:30p,Philadelphia 76ers,,Chicago Bulls,,,,,
Sun Feb 6 2022,3:30p,Brooklyn Nets,,Denver Nuggets,,,,,
Sun Feb 6 2022,3:30p,Detroit Pistons,,Minnesota Timberwolves,,,,,
Sun Feb 6 2022,6:00p,Indiana Pacers,,Cleveland Cavaliers,,,,,
Sun Feb 6 2022,6:00p,Atlanta Hawks,,Dallas Mavericks,,,,,
Sun Feb 6 2022,6:00p,Boston Celtics,,Orlando Magic,,,,,
Sun Feb 6 2022,7:00p,New Orleans Pelicans,,Houston Rockets,,,,,
Sun Feb 6 2022,9:00p,Milwaukee Bucks,,Los Angeles Clippers,,,,,
Mon Feb 7 2022,7:00p,Toronto Raptors,,Charlotte Hornets,,,,,
Mon Feb 7 2022,7:00p,Miami Heat,,Washington Wizards,,,,,
Mon Feb 7 2022,8:00p,Phoenix Suns,,Chicago Bulls,,,,,
Mon Feb 7 2022,8:00p,Golden State Warriors,,Oklahoma City Thunder,,,,,
Mon Feb 7 2022,9:00p,New York Knicks,,Utah Jazz,,,,,
Tue Feb 8 2022,7:00p,Phoenix Suns,,Philadelphia 76ers,,,,,
Tue Feb 8 2022,7:30p,Indiana Pacers,,Atlanta Hawks,,,,,
Tue Feb 8 2022,7:30p,Boston Celtics,,Brooklyn Nets,,,,,
Tue Feb 8 2022,8:00p,Los Angeles Clippers,,Memphis Grizzlies,,,,,
Tue Feb 8 2022,8:00p,Houston Rockets,,New Orleans Pelicans,,,,,
Tue Feb 8 2022,8:30p,Detroit Pistons,,Dallas Mavericks,,,,,
Tue Feb 8 2022,9:00p,New York Knicks,,Denver Nuggets,,,,,
Tue Feb 8 2022,10:00p,Milwaukee Bucks,,Los Angeles Lakers,,,,,
Tue Feb 8 2022,10:00p,Orlando Magic,,Portland Trail Blazers,,,,,
Tue Feb 8 2022,10:00p,Minnesota Timberwolves,,Sacramento Kings,,,,,
Wed Feb 9 2022,7:00p,San Antonio Spurs,,Cleveland Cavaliers,,,,,
Wed Feb 9 2022,7:30p,Chicago Bulls,,Charlotte Hornets,,,,,
Wed Feb 9 2022,8:00p,Toronto Raptors,,Oklahoma City Thunder,,,,,
Wed Feb 9 2022,10:00p,Los Angeles Lakers,,Portland Trail Blazers,,,,,
Wed Feb 9 2022,10:00p,Minnesota Timberwolves,,Sacramento Kings,,,,,
Wed Feb 9 2022,10:00p,Golden State Warriors,,Utah Jazz,,,,,
Thu Feb 10 2022,7:00p,Memphis Grizzlies,,Detroit Pistons,,,,,
Thu Feb 10 2022,7:00p,Brooklyn Nets,,Washington Wizards,,,,,
Thu Feb 10 2022,7:30p,Miami Heat,,New Orleans Pelicans,,,,,
Thu Feb 10 2022,8:00p,Toronto Raptors,,Houston Rockets,,,,,
Thu Feb 10 2022,8:30p,Los Angeles Clippers,,Dallas Mavericks,,,,,
Thu Feb 10 2022,10:00p,New York Knicks,,Golden State Warriors,,,,,
Thu Feb 10 2022,10:00p,Milwaukee Bucks,,Phoenix Suns,,,,,
Fri Feb 11 2022,7:00p,Charlotte Hornets,,Detroit Pistons,,,,,
Fri Feb 11 2022,7:00p,Cleveland Cavaliers,,Indiana Pacers,,,,,
Fri Feb 11 2022,7:00p,Oklahoma City Thunder,,Philadelphia 76ers,,,,,
Fri Feb 11 2022,7:30p,San Antonio Spurs,,Atlanta Hawks,,,,,
Fri Feb 11 2022,7:30p,Denver Nuggets,,Boston Celtics,,,,,
Fri Feb 11 2022,8:00p,Minnesota Timberwolves,,Chicago Bulls,,,,,
Fri Feb 11 2022,9:00p,Orlando Magic,,Utah Jazz,,,,,
Sat Feb 12 2022,5:00p,New York Knicks,,Portland Trail Blazers,,,,,
Sat Feb 12 2022,7:00p,Memphis Grizzlies,,Charlotte Hornets,,,,,
Sat Feb 12 2022,7:00p,San Antonio Spurs,,New Orleans Pelicans,,,,,
Sat Feb 12 2022,7:00p,Sacramento Kings,,Washington Wizards,,,,,
Sat Feb 12 2022,7:30p,Cleveland Cavaliers,,Philadelphia 76ers,,,,,
Sat Feb 12 2022,7:30p,Denver Nuggets,,Toronto Raptors,,,,,
Sat Feb 12 2022,8:00p,Oklahoma City Thunder,,Chicago Bulls,,,,,
Sat Feb 12 2022,8:00p,Brooklyn Nets,,Miami Heat,,,,,
Sat Feb 12 2022,8:30p,Los Angeles Clippers,,Dallas Mavericks,,,,,
Sat Feb 12 2022,8:30p,Los Angeles Lakers,,Golden State Warriors,,,,,
Sat Feb 12 2022,9:00p,Orlando Magic,,Phoenix Suns,,,,,
Sun Feb 13 2022,2:00p,Atlanta Hawks,,Boston Celtics,,,,,
Sun Feb 13 2022,3:00p,Minnesota Timberwolves,,Indiana Pacers,,,,,
Mon Feb 14 2022,7:00p,Detroit Pistons,,Washington Wizards,,,,,
Mon Feb 14 2022,7:30p,Sacramento Kings,,Brooklyn Nets,,,,,
Mon Feb 14 2022,7:30p,Oklahoma City Thunder,,New York Knicks,,,,,
Mon Feb 14 2022,8:00p,San Antonio Spurs,,Chicago Bulls,,,,,
Mon Feb 14 2022,8:00p,Portland Trail Blazers,,Milwaukee Bucks,,,,,
Mon Feb 14 2022,8:00p,Toronto Raptors,,New Orleans Pelicans,,,,,
Mon Feb 14 2022,9:00p,Orlando Magic,,Denver Nuggets,,,,,
Mon Feb 14 2022,9:00p,Houston Rockets,,Utah Jazz,,,,,
Mon Feb 14 2022,10:30p,Golden State Warriors,,Los Angeles Clippers,,,,,
Tue Feb 15 2022,7:30p,Cleveland Cavaliers,,Atlanta Hawks,,,,,
Tue Feb 15 2022,7:30p,Dallas Mavericks,,Miami Heat,,,,,
Tue Feb 15 2022,7:30p,Boston Celtics,,Philadelphia 76ers,,,,,
Tue Feb 15 2022,8:00p,Indiana Pacers,,Milwaukee Bucks,,,,,
Tue Feb 15 2022,8:00p,Charlotte Hornets,,Minnesota Timberwolves,,,,,
Tue Feb 15 2022,8:00p,Memphis Grizzlies,,New Orleans Pelicans,,,,,
Tue Feb 15 2022,10:00p,Los Angeles Clippers,,Phoenix Suns,,,,,
Wed Feb 16 2022,7:00p,Atlanta Hawks,,Orlando Magic,,,,,
Wed Feb 16 2022,7:30p,Detroit Pistons,,Boston Celtics,,,,,
Wed Feb 16 2022,7:30p,Washington Wizards,,Indiana Pacers,,,,,
Wed Feb 16 2022,7:30p,Brooklyn Nets,,New York Knicks,,,,,
Wed Feb 16 2022,8:00p,Sacramento Kings,,Chicago Bulls,,,,,
Wed Feb 16 2022,8:00p,Portland Trail Blazers,,Memphis Grizzlies,,,,,
Wed Feb 16 2022,8:00p,Toronto Raptors,,Minnesota Timberwolves,,,,,
Wed Feb 16 2022,8:00p,San Antonio Spurs,,Oklahoma City Thunder,,,,,
Wed Feb 16 2022,9:00p,Houston Rockets,,Phoenix Suns,,,,,
Wed Feb 16 2022,10:00p,Denver Nuggets,,Golden State Warriors,,,,,
Wed Feb 16 2022,10:00p,Utah Jazz,,Los Angeles Lakers,,,,,
Thu Feb 17 2022,7:00p,Miami Heat,,Charlotte Hornets,,,,,
Thu Feb 17 2022,8:00p,Dallas Mavericks,,New Orleans Pelicans,,,,,
Thu Feb 17 2022,8:30p,Philadelphia 76ers,,Milwaukee Bucks,,,,,
Thu Feb 17 2022,10:30p,Houston Rockets,,Los Angeles Clippers,,,,,
Thu Feb 24 2022,7:00p,Cleveland Cavaliers,,Detroit Pistons,,,,,
Thu Feb 24 2022,7:30p,Boston Celtics,,Brooklyn Nets,,,,,
Thu Feb 24 2022,8:00p,Atlanta Hawks,,Chicago Bulls,,,,,
Thu Feb 24 2022,8:00p,Memphis Grizzlies,,Minnesota Timberwolves,,,,,
Thu Feb 24 2022,8:00p,Phoenix Suns,,Oklahoma City Thunder,,,,,
Thu Feb 24 2022,10:00p,Golden State Warriors,,Portland Trail Blazers,,,,,
Thu Feb 24 2022,10:00p,Denver Nuggets,,Sacramento Kings,,,,,
Fri Feb 25 2022,7:00p,Toronto Raptors,,Charlotte Hornets,,,,,
Fri Feb 25 2022,7:00p,Oklahoma City Thunder,,Indiana Pacers,,,,,
Fri Feb 25 2022,7:00p,Houston Rockets,,Orlando Magic,,,,,
Fri Feb 25 2022,7:00p,San Antonio Spurs,,Washington Wizards,,,,,
Fri Feb 25 2022,7:30p,Miami Heat,,New York Knicks,,,,,
